timestamp,message
1766577595616,"{""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577594525,""LambdaInsights"":{""ShareTelemetry"":true}},""memory_utilization"":4,""tx_bytes"":13107,""duration"":10,""tmp_max"":4211933184,""function_name"":""cr2a-api"",""cpu_system_time"":0,""threads_max"":14,""agent_version"":""1.0.660.0"",""cpu_user_time"":0,""cold_start"":false,""tmp_free"":4195139584,""event_type"":""performance"",""billed_duration"":11,""tmp_used"":16793600,""rx_bytes"":6266,""cpu_total_time"":0,""request_id"":""435b7580-642d-43ba-8ea1-7869f03ac08b"",""billed_mb_ms"":33088,""fd_use"":15,""agent_memory_avg"":7,""total_memory"":3008,""total_network"":19373,""used_memory_max"":147,""agent_memory_max"":7,""fd_max"":1024}"
1766577596700,"{""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577595616,""LambdaInsights"":{""ShareTelemetry"":true}},""function_name"":""cr2a-api"",""used_memory_max"":147,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""agent_memory_max"":7,""rx_bytes"":5769,""billed_mb_ms"":30080,""duration"":9,""fd_use"":15,""tmp_max"":4211933184,""total_network"":12071,""fd_max"":1024,""tx_bytes"":6302,""cpu_total_time"":20,""total_memory"":3008,""cpu_system_time"":0,""memory_utilization"":4,""threads_max"":14,""tmp_free"":4195139584,""tmp_used"":16793600,""cpu_user_time"":20,""agent_memory_avg"":7,""request_id"":""0c90a418-cc5b-4c2f-ba1b-dbd46f5dcd14"",""billed_duration"":10,""cold_start"":false}"
1766577597789,"{""cold_start"":false,""function_name"":""cr2a-api"",""used_memory_max"":147,""tmp_used"":16793600,""fd_use"":15,""cpu_user_time"":10,""fd_max"":1024,""memory_utilization"":4,""agent_version"":""1.0.660.0"",""request_id"":""beffb22f-8372-4383-b5f5-658d21e75660"",""agent_memory_avg"":7,""total_memory"":3008,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577596700,""LambdaInsights"":{""ShareTelemetry"":true}},""billed_duration"":10,""rx_bytes"":5769,""billed_mb_ms"":30080,""total_network"":12071,""threads_max"":14,""duration"":9,""agent_memory_max"":7,""event_type"":""performance"",""tx_bytes"":6302,""cpu_system_time"":0,""cpu_total_time"":10,""tmp_free"":4195139584,""tmp_max"":4211933184}"
1766577598882,"{""billed_duration"":11,""fd_use"":12,""fd_max"":1024,""tmp_used"":16793600,""tmp_free"":4195139584,""cold_start"":false,""duration"":10,""total_network"":12071,""event_type"":""performance"",""tmp_max"":4211933184,""cpu_user_time"":0,""billed_mb_ms"":33088,""function_name"":""cr2a-api"",""request_id"":""4bfd813c-71b9-4654-870b-dfc5105e8f40"",""cpu_system_time"":0,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577597788,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_version"":""1.0.660.0"",""agent_memory_avg"":7,""cpu_total_time"":0,""agent_memory_max"":7,""tx_bytes"":6302,""threads_max"":13,""rx_bytes"":5769,""used_memory_max"":147,""total_memory"":3008,""memory_utilization"":4}"
1766577599970,"{""billed_duration"":11,""total_memory"":3008,""fd_max"":1024,""event_type"":""performance"",""memory_utilization"":4,""total_network"":19434,""request_id"":""61f55efe-d8ec-449e-91ba-8b64c9538890"",""agent_memory_max"":7,""cpu_user_time"":0,""tmp_max"":4211933184,""fd_use"":15,""tx_bytes"":13102,""used_memory_max"":147,""cpu_total_time"":10,""rx_bytes"":6332,""tmp_free"":4195139584,""tmp_used"":16793600,""billed_mb_ms"":33088,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577598882,""LambdaInsights"":{""ShareTelemetry"":true}},""cpu_system_time"":10,""function_name"":""cr2a-api"",""threads_max"":14,""cold_start"":false,""agent_version"":""1.0.660.0"",""agent_memory_avg"":7,""duration"":10}"
1766577601064,"{""threads_max"":14,""tmp_used"":16793600,""duration"":10,""cpu_user_time"":10,""used_memory_max"":147,""fd_max"":1024,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577599970,""LambdaInsights"":{""ShareTelemetry"":true}},""cold_start"":false,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""total_memory"":3008,""rx_bytes"":5770,""agent_memory_max"":7,""fd_use"":15,""request_id"":""becb68f3-822e-4c8d-a8c0-e059cdf5005d"",""function_name"":""cr2a-api"",""cpu_total_time"":20,""billed_duration"":11,""memory_utilization"":4,""tx_bytes"":6302,""agent_memory_avg"":7,""billed_mb_ms"":33088,""cpu_system_time"":10,""tmp_free"":4195139584,""total_network"":12072,""tmp_max"":4211933184}"
1766577602162,"{""fd_max"":1024,""duration"":10,""billed_duration"":11,""request_id"":""2c4bedb4-e1a0-4815-a5a5-a77b19d6b6b9"",""tmp_max"":4211933184,""cold_start"":false,""event_type"":""performance"",""agent_memory_avg"":7,""tmp_free"":4195139584,""cpu_user_time"":0,""billed_mb_ms"":33088,""cpu_system_time"":0,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577601064,""LambdaInsights"":{""ShareTelemetry"":true}},""tx_bytes"":6302,""agent_memory_max"":7,""tmp_used"":16793600,""function_name"":""cr2a-api"",""agent_version"":""1.0.660.0"",""memory_utilization"":4,""cpu_total_time"":0,""total_memory"":3008,""used_memory_max"":147,""rx_bytes"":5770,""threads_max"":14,""fd_use"":15,""total_network"":12072}"
1766577603252,"{""billed_duration"":12,""billed_mb_ms"":36096,""cpu_user_time"":0,""threads_max"":14,""cpu_system_time"":0,""fd_max"":1024,""tmp_free"":4195139584,""tmp_used"":16793600,""request_id"":""83573b6e-5815-4ef6-9e91-33cece651a97"",""tmp_max"":4211933184,""total_network"":14100,""cold_start"":false,""duration"":11,""agent_memory_avg"":7,""used_memory_max"":147,""function_name"":""cr2a-api"",""tx_bytes"":8330,""fd_use"":15,""cpu_total_time"":0,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577602162,""LambdaInsights"":{""ShareTelemetry"":true}},""memory_utilization"":4,""total_memory"":3008,""rx_bytes"":5770,""agent_memory_max"":7,""agent_version"":""1.0.660.0"",""event_type"":""performance""}"
1766577604322,"{""duration"":10,""billed_duration"":11,""total_memory"":3008,""used_memory_max"":147,""fd_use"":15,""cpu_total_time"":20,""cpu_user_time"":20,""function_name"":""cr2a-api"",""agent_memory_max"":7,""tx_bytes"":11077,""fd_max"":1024,""agent_memory_avg"":7,""tmp_used"":16793600,""threads_max"":14,""total_network"":17343,""billed_mb_ms"":33088,""rx_bytes"":6266,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""request_id"":""0f1f6fc7-cfe0-4a1a-9e72-ba6318bec2f3"",""memory_utilization"":4,""cpu_system_time"":0,""tmp_max"":4211933184,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577603252,""LambdaInsights"":{""ShareTelemetry"":true}},""tmp_free"":4195139584,""cold_start"":false}"
1766577605420,"{""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577604322,""LambdaInsights"":{""ShareTelemetry"":true}},""request_id"":""8254810c-6235-4438-b355-af8e827028bc"",""cold_start"":false,""fd_max"":1024,""agent_version"":""1.0.660.0"",""cpu_system_time"":0,""total_network"":12072,""cpu_user_time"":0,""cpu_total_time"":0,""tmp_max"":4211933184,""used_memory_max"":147,""rx_bytes"":5770,""tmp_free"":4195139584,""tmp_used"":16793600,""fd_use"":15,""function_name"":""cr2a-api"",""tx_bytes"":6302,""agent_memory_max"":7,""total_memory"":3008,""billed_mb_ms"":33088,""threads_max"":14,""event_type"":""performance"",""agent_memory_avg"":7,""memory_utilization"":4,""billed_duration"":11,""duration"":10}"
1766577606525,"{""billed_duration"":12,""cpu_system_time"":10,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577605420,""LambdaInsights"":{""ShareTelemetry"":true}},""total_network"":12072,""tmp_free"":4195139584,""tmp_used"":16793600,""billed_mb_ms"":36096,""agent_version"":""1.0.660.0"",""cpu_total_time"":20,""tx_bytes"":6302,""agent_memory_avg"":7,""used_memory_max"":147,""cpu_user_time"":10,""tmp_max"":4211933184,""request_id"":""899bb511-4e1d-4534-b552-18885f12e2e0"",""event_type"":""performance"",""fd_max"":1024,""duration"":11,""function_name"":""cr2a-api"",""total_memory"":3008,""rx_bytes"":5770,""agent_memory_max"":7,""memory_utilization"":4,""cold_start"":false,""threads_max"":14,""fd_use"":15}"
1766577607620,"{""billed_duration"":13,""total_memory"":3008,""used_memory_max"":147,""threads_max"":14,""cold_start"":false,""fd_max"":1024,""duration"":12,""tmp_used"":16793600,""cpu_total_time"":0,""tmp_free"":4195139584,""rx_bytes"":5770,""memory_utilization"":4,""billed_mb_ms"":39104,""tmp_max"":4211933184,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""cpu_system_time"":0,""total_network"":12072,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577606524,""LambdaInsights"":{""ShareTelemetry"":true}},""fd_use"":15,""tx_bytes"":6302,""request_id"":""27ac857a-5204-42a5-b86f-805b46dcb8fc"",""function_name"":""cr2a-api"",""agent_memory_avg"":7,""cpu_user_time"":0,""agent_memory_max"":7}"
1766577608723,"{""billed_duration"":11,""tmp_used"":16793600,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577607620,""LambdaInsights"":{""ShareTelemetry"":true}},""cpu_total_time"":20,""duration"":10,""used_memory_max"":147,""billed_mb_ms"":33088,""tx_bytes"":15133,""agent_memory_max"":7,""agent_memory_avg"":7,""fd_max"":1024,""threads_max"":14,""tmp_max"":4211933184,""request_id"":""86d53395-86d0-4b0f-b618-be81d6e37ff6"",""agent_version"":""1.0.660.0"",""cold_start"":false,""rx_bytes"":6266,""event_type"":""performance"",""tmp_free"":4195139584,""total_memory"":3008,""function_name"":""cr2a-api"",""cpu_system_time"":10,""total_network"":21399,""fd_use"":15,""memory_utilization"":4,""cpu_user_time"":10}"
1766577609809,"{""total_memory"":3008,""fd_max"":1024,""tmp_max"":4211933184,""tmp_used"":16793600,""memory_utilization"":4,""request_id"":""13b7093c-54b7-4c66-ac96-89dc429875ed"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577608722,""LambdaInsights"":{""ShareTelemetry"":true}},""function_name"":""cr2a-api"",""rx_bytes"":5770,""duration"":11,""agent_memory_max"":7,""billed_duration"":12,""total_network"":10044,""used_memory_max"":147,""cpu_user_time"":10,""tmp_free"":4195139584,""agent_version"":""1.0.660.0"",""cold_start"":false,""event_type"":""performance"",""agent_memory_avg"":7,""cpu_total_time"":20,""billed_mb_ms"":36096,""tx_bytes"":4274,""threads_max"":14,""cpu_system_time"":10,""fd_use"":15}"
1766577610896,"{""function_name"":""cr2a-api"",""agent_version"":""1.0.660.0"",""cold_start"":false,""total_memory"":3008,""cpu_system_time"":0,""event_type"":""performance"",""total_network"":14100,""fd_max"":1024,""request_id"":""dc0a8e68-a920-4e78-af4a-58c3e99b543b"",""threads_max"":14,""tx_bytes"":8330,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577609809,""LambdaInsights"":{""ShareTelemetry"":true}},""cpu_total_time"":0,""duration"":11,""fd_use"":15,""tmp_free"":4195139584,""memory_utilization"":4,""billed_mb_ms"":36096,""used_memory_max"":147,""cpu_user_time"":0,""agent_memory_max"":7,""tmp_max"":4211933184,""agent_memory_avg"":7,""tmp_used"":16793600,""billed_duration"":12,""rx_bytes"":5770}"
1766577611973,"{""cpu_user_time"":10,""event_type"":""performance"",""request_id"":""20a9bd3c-3ee9-4ecb-9b61-1a413746c0d3"",""total_memory"":3008,""threads_max"":14,""duration"":10,""tmp_free"":4195139584,""cold_start"":false,""agent_memory_avg"":7,""tx_bytes"":4274,""used_memory_max"":147,""billed_mb_ms"":33088,""fd_max"":1024,""memory_utilization"":4,""fd_use"":15,""tmp_used"":16793600,""agent_version"":""1.0.660.0"",""total_network"":10044,""tmp_max"":4211933184,""agent_memory_max"":7,""billed_duration"":11,""cpu_total_time"":10,""cpu_system_time"":0,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577610896,""LambdaInsights"":{""ShareTelemetry"":true}},""function_name"":""cr2a-api"",""rx_bytes"":5770}"
1766577613139,"{""request_id"":""579e349d-d50b-442e-9b37-fc0d467e3d65"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577611973,""LambdaInsights"":{""ShareTelemetry"":true}},""total_network"":19439,""tmp_free"":4195139584,""agent_version"":""1.0.660.0"",""cpu_system_time"":10,""memory_utilization"":4,""threads_max"":14,""tmp_max"":4211933184,""tmp_used"":16793600,""event_type"":""performance"",""total_memory"":3008,""rx_bytes"":6331,""cpu_total_time"":10,""cold_start"":false,""agent_memory_avg"":7,""billed_duration"":21,""cpu_user_time"":0,""tx_bytes"":13108,""fd_use"":12,""function_name"":""cr2a-api"",""used_memory_max"":147,""agent_memory_max"":7,""fd_max"":1024,""duration"":20,""billed_mb_ms"":63168}"
1766577614211,"{""cpu_user_time"":10,""duration"":11,""rx_bytes"":5770,""tmp_used"":16793600,""cpu_total_time"":10,""tx_bytes"":6302,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577613139,""LambdaInsights"":{""ShareTelemetry"":true}},""threads_max"":14,""fd_max"":1024,""tmp_free"":4195139584,""function_name"":""cr2a-api"",""request_id"":""10c099be-8f54-4d02-bf69-64b1337deaf1"",""billed_mb_ms"":36096,""used_memory_max"":147,""agent_memory_avg"":7,""total_memory"":3008,""billed_duration"":12,""tmp_max"":4211933184,""memory_utilization"":4,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""cold_start"":false,""cpu_system_time"":0,""total_network"":12072,""fd_use"":15,""agent_memory_max"":7}"
1766577615292,"{""cpu_user_time"":20,""billed_duration"":13,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577614211,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_memory_max"":7,""threads_max"":14,""cold_start"":false,""agent_version"":""1.0.660.0"",""total_memory"":3008,""cpu_total_time"":20,""billed_mb_ms"":39104,""fd_max"":1024,""tmp_free"":4195139584,""tmp_max"":4211933184,""function_name"":""cr2a-api"",""cpu_system_time"":0,""tmp_used"":16793600,""fd_use"":15,""agent_memory_avg"":7,""event_type"":""performance"",""request_id"":""3de6f00e-6c3c-436f-8143-0102ad572b37"",""rx_bytes"":5770,""memory_utilization"":4,""tx_bytes"":8330,""duration"":12,""total_network"":14100,""used_memory_max"":147}"
1766577616395,"{""billed_mb_ms"":33088,""duration"":10,""threads_max"":14,""total_memory"":3008,""used_memory_max"":147,""cpu_user_time"":0,""memory_utilization"":4,""cpu_total_time"":0,""tmp_used"":16793600,""agent_memory_avg"":7,""request_id"":""4edb98db-a479-473f-97c2-81ac6353c176"",""cold_start"":false,""agent_version"":""1.0.660.0"",""tx_bytes"":6302,""function_name"":""cr2a-api"",""billed_duration"":11,""fd_use"":15,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577615292,""LambdaInsights"":{""ShareTelemetry"":true}},""cpu_system_time"":0,""rx_bytes"":5836,""agent_memory_max"":7,""tmp_free"":4195139584,""tmp_max"":4211933184,""total_network"":12138,""event_type"":""performance"",""fd_max"":1024}"
1766577617510,"{""billed_mb_ms"":36096,""tx_bytes"":11078,""tmp_max"":4211933184,""duration"":11,""threads_max"":13,""fd_max"":1024,""request_id"":""e317cb2a-9ad9-4cfa-a3b5-4daaf131082d"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577616395,""LambdaInsights"":{""ShareTelemetry"":true}},""total_network"":17344,""fd_use"":12,""billed_duration"":12,""rx_bytes"":6266,""cpu_system_time"":0,""agent_memory_max"":7,""tmp_free"":4195139584,""cold_start"":false,""total_memory"":3008,""function_name"":""cr2a-api"",""agent_version"":""1.0.660.0"",""memory_utilization"":4,""used_memory_max"":147,""cpu_user_time"":10,""cpu_total_time"":10,""tmp_used"":16793600,""agent_memory_avg"":7,""event_type"":""performance""}"
