timestamp,message
1766577550974,"{""billed_mb_ms"":33088,""agent_version"":""1.0.660.0"",""cpu_total_time"":0,""tmp_free"":4195139584,""cold_start"":false,""total_memory"":3008,""fd_max"":1024,""rx_bytes"":5770,""total_network"":12072,""memory_utilization"":4,""tmp_max"":4211933184,""tx_bytes"":6302,""agent_memory_avg"":7,""threads_max"":13,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577549885,""LambdaInsights"":{""ShareTelemetry"":true}},""cpu_user_time"":0,""used_memory_max"":147,""event_type"":""performance"",""fd_use"":12,""duration"":10,""request_id"":""9d70ef60-0174-4760-99d6-6c3304d2b3aa"",""agent_memory_max"":7,""function_name"":""cr2a-api"",""cpu_system_time"":0,""billed_duration"":11,""tmp_used"":16793600}"
1766577552081,"{""fd_use"":13,""billed_mb_ms"":69184,""rx_bytes"":6332,""event_type"":""performance"",""cold_start"":false,""cpu_user_time"":30,""billed_duration"":23,""fd_max"":1024,""tmp_free"":4195139584,""used_memory_max"":147,""tmp_used"":16793600,""tmp_max"":4211933184,""total_memory"":3008,""request_id"":""b24d2436-3d59-4d50-a134-5665c0739f79"",""duration"":22,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577550974,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_version"":""1.0.660.0"",""cpu_system_time"":10,""memory_utilization"":4,""tx_bytes"":13102,""agent_memory_avg"":7,""cpu_total_time"":40,""function_name"":""cr2a-api"",""total_network"":19434,""agent_memory_max"":7,""threads_max"":13}"
1766577553172,"{""cpu_total_time"":0,""fd_use"":15,""agent_memory_max"":7,""cpu_system_time"":0,""cpu_user_time"":0,""tmp_used"":16793600,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""used_memory_max"":147,""billed_mb_ms"":33088,""memory_utilization"":4,""duration"":10,""billed_duration"":11,""rx_bytes"":5770,""agent_memory_avg"":7,""threads_max"":14,""fd_max"":1024,""tmp_free"":4195139584,""request_id"":""4ae70503-9b72-42f5-a45c-22dd6905b50b"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577552081,""LambdaInsights"":{""ShareTelemetry"":true}},""tx_bytes"":6302,""cold_start"":false,""total_network"":12072,""tmp_max"":4211933184,""total_memory"":3008,""function_name"":""cr2a-api""}"
1766577554247,"{""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577553172,""LambdaInsights"":{""ShareTelemetry"":true}},""tmp_used"":16793600,""tx_bytes"":8330,""agent_version"":""1.0.660.0"",""tmp_free"":4195139584,""memory_utilization"":4,""total_memory"":3008,""cpu_total_time"":30,""billed_mb_ms"":33088,""total_network"":14100,""used_memory_max"":147,""agent_memory_max"":7,""fd_use"":15,""billed_duration"":11,""cpu_user_time"":30,""fd_max"":1024,""request_id"":""e00f2b24-0bf3-4a4d-9b64-893352998f48"",""cold_start"":false,""rx_bytes"":5770,""event_type"":""performance"",""function_name"":""cr2a-api"",""duration"":10,""threads_max"":14,""tmp_max"":4211933184,""agent_memory_avg"":7,""cpu_system_time"":0}"
1766577555342,"{""tmp_max"":4211933184,""total_network"":10044,""rx_bytes"":5770,""fd_use"":15,""event_type"":""performance"",""used_memory_max"":147,""cpu_total_time"":0,""agent_memory_avg"":7,""total_memory"":3008,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577554247,""LambdaInsights"":{""ShareTelemetry"":true}},""threads_max"":14,""cold_start"":false,""agent_memory_max"":7,""fd_max"":1024,""cpu_user_time"":0,""billed_mb_ms"":33088,""cpu_system_time"":0,""tx_bytes"":4274,""function_name"":""cr2a-api"",""request_id"":""4897d10e-65a5-461a-9bc3-040185725cab"",""tmp_used"":16793600,""duration"":10,""agent_version"":""1.0.660.0"",""memory_utilization"":4,""billed_duration"":11,""tmp_free"":4195139584}"
1766577556427,"{""billed_duration"":11,""duration"":10,""memory_utilization"":4,""tmp_free"":4195139584,""tx_bytes"":13039,""cpu_system_time"":0,""agent_memory_max"":7,""function_name"":""cr2a-api"",""agent_memory_avg"":7,""total_memory"":3008,""cpu_total_time"":0,""used_memory_max"":147,""cpu_user_time"":0,""rx_bytes"":6200,""total_network"":19239,""tmp_max"":4211933184,""threads_max"":14,""fd_use"":15,""fd_max"":1024,""tmp_used"":16793600,""request_id"":""dac8f92d-4690-4a9f-bdf8-cd61b298765d"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577555342,""LambdaInsights"":{""ShareTelemetry"":true}},""cold_start"":false,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""billed_mb_ms"":33088}"
1766577557520,"{""memory_utilization"":4,""billed_duration"":11,""cpu_system_time"":0,""agent_version"":""1.0.660.0"",""tmp_max"":4211933184,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577556427,""LambdaInsights"":{""ShareTelemetry"":true}},""fd_max"":1024,""total_network"":12204,""cpu_user_time"":20,""tx_bytes"":6368,""threads_max"":14,""tmp_used"":16793600,""agent_memory_max"":7,""billed_mb_ms"":33088,""request_id"":""c6a282bd-e2a5-4786-b347-67b59bef22b4"",""total_memory"":3008,""function_name"":""cr2a-api"",""event_type"":""performance"",""cold_start"":false,""fd_use"":15,""tmp_free"":4195139584,""duration"":10,""rx_bytes"":5836,""used_memory_max"":147,""cpu_total_time"":20,""agent_memory_avg"":7}"
1766577558608,"{""tmp_used"":16793600,""memory_utilization"":4,""billed_mb_ms"":33088,""cpu_system_time"":10,""agent_memory_max"":7,""threads_max"":14,""tmp_free"":4195139584,""duration"":10,""fd_use"":15,""total_network"":14100,""cpu_user_time"":10,""request_id"":""b3070714-5c91-465b-8af8-ff572d4ef320"",""function_name"":""cr2a-api"",""cpu_total_time"":20,""agent_version"":""1.0.660.0"",""rx_bytes"":5770,""cold_start"":false,""used_memory_max"":147,""tx_bytes"":8330,""tmp_max"":4211933184,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577557520,""LambdaInsights"":{""ShareTelemetry"":true}},""fd_max"":1024,""event_type"":""performance"",""agent_memory_avg"":7,""billed_duration"":11,""total_memory"":3008}"
1766577559712,"{""memory_utilization"":4,""tmp_free"":4195139584,""tmp_max"":4211933184,""used_memory_max"":147,""total_memory"":3008,""billed_duration"":10,""cpu_user_time"":0,""cpu_system_time"":0,""cpu_total_time"":0,""rx_bytes"":5769,""threads_max"":14,""fd_max"":1024,""agent_memory_avg"":7,""tmp_used"":16793600,""cold_start"":false,""function_name"":""cr2a-api"",""request_id"":""6dfa9ab5-b2e5-445d-a5af-c2e0561b7e98"",""total_network"":10043,""tx_bytes"":4274,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""duration"":9,""billed_mb_ms"":30080,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577558608,""LambdaInsights"":{""ShareTelemetry"":true}},""fd_use"":15,""agent_memory_max"":7}"
1766577560799,"{""event_type"":""performance"",""used_memory_max"":147,""rx_bytes"":6265,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577559712,""LambdaInsights"":{""ShareTelemetry"":true}},""tx_bytes"":13104,""duration"":10,""billed_mb_ms"":33088,""total_memory"":3008,""agent_memory_max"":7,""cpu_total_time"":20,""memory_utilization"":4,""billed_duration"":11,""total_network"":19369,""cold_start"":false,""agent_memory_avg"":7,""request_id"":""5bf825fc-7c77-4eb9-94fc-c18aab9d79f6"",""fd_use"":15,""function_name"":""cr2a-api"",""tmp_used"":16793600,""cpu_system_time"":10,""cpu_user_time"":10,""tmp_free"":4195139584,""agent_version"":""1.0.660.0"",""threads_max"":14,""fd_max"":1024,""tmp_max"":4211933184}"
1766577561876,"{""tmp_free"":4195139584,""rx_bytes"":5769,""function_name"":""cr2a-api"",""cold_start"":false,""event_type"":""performance"",""memory_utilization"":4,""cpu_system_time"":0,""billed_mb_ms"":30080,""tx_bytes"":8330,""tmp_used"":16793600,""tmp_max"":4211933184,""billed_duration"":10,""request_id"":""37766215-dfa0-4a9d-8e2b-a2a22fbda6bd"",""threads_max"":14,""agent_memory_avg"":7,""fd_use"":15,""used_memory_max"":147,""agent_memory_max"":7,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577560799,""LambdaInsights"":{""ShareTelemetry"":true}},""cpu_total_time"":0,""duration"":9,""agent_version"":""1.0.660.0"",""total_memory"":3008,""total_network"":14099,""cpu_user_time"":0,""fd_max"":1024}"
